WEEK,MONTH,MUSCLE_GROUP,GYM_TYPE,PHASE,AVG_E1RM,AVG_RELATIVE_STRENGTH,TOTAL_VOLUME,E1RM_CHANGE,STRENGTH_TREND,REL_STRENGTH_CHANGE,RECOVERY_FLAG
36,Sep,Back,College Gym,Cut,54.46666666666666,0.8039360393603936,1645.0,-9.65370370370372,DECREASING,0.28124258697944127,RECOVERED
37,Sep,Chest,College Gym,Cut,35.425925925925924,0.5202044923043455,1690.0,-0.2870370370370381,STABLE,-0.2837315470560481,RECOVERED
37,Sep,Back,College Gym,Cut,70.69444444444444,1.036575431736722,4762.5,16.22777777777778,INCREASING,0.5163709394323764,RECOVERED
37,Sep,Triceps,College Gym,Cut,45.166666666666664,0.6632403328438571,1830.0,10.041666666666664,INCREASING,-0.37333509889286487,RECOVERED
37,Sep,Biceps,College Gym,Cut,16.61111111111111,0.24356467904854998,665.0,0.055555555555557135,STABLE,-0.41967565379530714,RECOVERED
37,Sep,Legs,College Gym,Cut,35.766666666666666,0.5330352707401887,1315.0,-58.69166666666666,DECREASING,0.2894705916916388,RECOVERED
37,Sep,Shoulders,College Gym,Cut,10.166666666666666,0.15151515151515152,240.0,-2.375,DECREASING,-0.38152011922503726,RECOVERED
38,Sep,Back,College Gym,Cut,46.0,0.6896551724137931,2745.0,-24.694444444444443,DECREASING,0.5381400208986417,RECOVERED
38,Sep,Biceps,College Gym,Cut,37.763888888888886,0.5661752457104781,1622.5,21.152777777777775,INCREASING,-0.12347992670331509,RECOVERED
38,Sep,Triceps,College Gym,Cut,36.208333333333336,0.5408264874284291,2090.0,-8.958333333333329,DECREASING,-0.025348758282048967,RECOVERED
38,Sep,Chest,College Gym,Cut,36.53787878787879,0.5457487496322447,2157.5,1.1119528619528651,INCREASING,0.004922262203815642,RECOVERED
39,Sep,Shoulders,College Gym,Cut,37.458333333333336,0.5658358509566969,1342.5,27.29166666666667,INCREASING,0.020087101324452128,RECOVERED
39,Sep,Back,College Gym,Cut,46.30555555555556,0.6989517819706499,2827.5,0.30555555555555713,STABLE,0.13311593101395303,RECOVERED
39,Sep,Legs,College Gym,Cut,30.555555555555557,0.4615642833165492,1950.0,-5.211111111111109,DECREASING,-0.2373874986541007,RECOVERED
39,Sep,Biceps,College Gym,Cut,43.9,0.6626415094339623,1785.0,6.136111111111113,INCREASING,0.20107722611741308,RECOVERED
39,Sep,Triceps,College Gym,Cut,44.111111111111114,0.6658280922431866,1640.0,7.902777777777779,INCREASING,0.0031865828092243476,RECOVERED
39,Sep,Chest,College Gym,Cut,35.48148148148148,0.5355695317959469,1630.0,-1.056397306397308,DECREASING,-0.1302585604472397,RECOVERED
40,Sep,Back,College Gym,Cut,49.42592592592593,0.7494454272316289,3220.0,3.120370370370374,INCREASING,0.21387589543568197,RECOVERED
40,Sep,Triceps,College Gym,Cut,45.638888888888886,0.6925476310908784,1915.0,1.5277777777777715,INCREASING,-0.05689779614075052,RECOVERED
40,Sep,Biceps,College Gym,Cut,18.083333333333332,0.27419762446297696,630.0,-25.816666666666666,DECREASING,-0.4183500066279014,RECOVERED
40,Sep,Chest,College Gym,Cut,35.638888888888886,0.5408025628055976,1672.5,0.15740740740740478,STABLE,0.2666049383426206,RECOVERED
42,Oct,Triceps,College Gym,Cut,33.8125,,1965.0,-11.826388888888886,DECREASING,,RECOVERED
42,Oct,Biceps,College Gym,Cut,33.984848484848484,,2515.0,15.901515151515152,INCREASING,,RECOVERED
42,Oct,Shoulders,College Gym,Cut,28.59259259259259,,1945.0,-8.865740740740744,DECREASING,,RECOVERED
42,Oct,Chest,College Gym,Cut,24.88888888888889,,440.0,-10.749999999999996,DECREASING,,RECOVERED
42,Oct,Legs,College Gym,Cut,35.07407407407407,,2345.0,4.518518518518512,INCREASING,,RECOVERED
42,Oct,Back,College Gym,Cut,24.666666666666668,,420.0,-24.759259259259263,DECREASING,,RECOVERED
44,Oct,Core,College Gym,Cut,84.75,1.294881588999236,2227.5,-12.333333333333329,DECREASING,,RECOVERED
44,Oct,Legs,College Gym,Cut,41.79629629629629,0.636168893398726,3035.0,6.722222222222221,INCREASING,-0.65871269560051,RECOVERED
44,Oct,Chest,College Gym,Cut,12.555555555555555,0.18866349444861838,230.0,-12.333333333333334,DECREASING,-0.44750539895010755,RECOVERED
44,Oct,Biceps,College Gym,Cut,37.93518518518518,0.5796055796055796,2142.5,3.950336700336699,INCREASING,0.39094208515696116,RECOVERED
44,Oct,Triceps,College Gym,Cut,27.63888888888889,0.42229012817248107,1000.0,-6.173611111111111,DECREASING,-0.1573154514330985,RECOVERED
44,Oct,Back,College Gym,Cut,12.666666666666666,0.19033308289506634,390.0,-12.000000000000002,DECREASING,-0.23195704527741473,RECOVERED
44,Oct,Shoulders,College Gym,Cut,28.98148148148148,0.43652834198389373,1975.0,0.3888888888888893,STABLE,0.2461952590888274,RECOVERED
45,Nov,Biceps,College Gym,Cut,20.196969696969695,0.3115911997994693,1565.0,-17.738215488215488,DECREASING,-0.12493714218442442,RECOVERED
45,Nov,Forearms,College Gym,Cut,40.666666666666664,0.6280566280566281,960.0,,STABLE,0.3164654282571588,RECOVERED
45,Nov,Back,College Gym,Cut,25.394444444444446,0.3888888888888889,1031.0,12.72777777777778,INCREASING,-0.2391677391677392,RECOVERED
45,Nov,Core,College Gym,Cut,95.25,1.466512702078522,2497.5,10.5,INCREASING,1.0776238131896332,RECOVERED
45,Nov,Legs,College Gym,Cut,44.0,0.6780833969572458,3180.0,2.2037037037037095,INCREASING,-0.7884293051212762,RECOVERED
45,Nov,Chest,College Gym,Cut,18.083333333333332,0.2769270035732517,780.0,5.527777777777777,INCREASING,-0.40115639338399417,RECOVERED
45,Nov,Triceps,College Gym,Cut,49.4375,0.7616842668527201,3315.0,21.79861111111111,INCREASING,0.4847572632794684,RECOVERED
45,Nov,Shoulders,College Gym,Cut,27.62878787878788,0.42390723423901255,2442.5,-1.352693602693602,DECREASING,-0.3377770326137075,RECOVERED
46,Nov,Back,College Gym,Cut,11.347222222222223,0.17484163670604344,377.5,-14.047222222222222,DECREASING,-0.2490655975329691,RECOVERED
46,Nov,Triceps,College Gym,Bulk,25.0,0.38699690402476783,750.0,-16.71875,DECREASING,0.2121552673187244,RECOVERED
46,Nov,Biceps,College Gym,Bulk,21.185185185185183,0.32794404311432174,1445.0,3.539351851851851,INCREASING,-0.05905286091044609,RECOVERED
46,Nov,Forearms,College Gym,Bulk,41.666666666666664,0.6449948400412797,1050.0,,STABLE,0.317050796926958,RECOVERED
46,Nov,Chest,College Gym,Cut,17.847222222222225,0.2749957199109741,737.5,-0.23611111111110716,STABLE,-0.3699991201303056,RECOVERED
46,Nov,Shoulders,College Gym,Bulk,35.791666666666664,0.5435332827132372,1717.5,-1.8869047619047663,DECREASING,0.2685375628022631,RECOVERED
46,Nov,Legs,College Gym,Bulk,47.638888888888886,0.723445541213195,3862.5,-13.079861111111114,DECREASING,0.17991225849995784,RECOVERED
47,Nov,Chest,College Gym,Bulk,14.879629629629628,0.22786569111224544,867.5,-13.824074074074074,DECREASING,-0.4955798501009496,RECOVERED
47,Nov,Triceps,College Gym,Bulk,33.75,0.5168453292496172,1575.0,8.75,INCREASING,0.2889796381373718,RECOVERED
47,Nov,Back,College Gym,Bulk,38.833333333333336,0.5830830830830832,1590.0,-15.239583333333329,DECREASING,0.06623775383346597,RECOVERED
47,Nov,Shoulders,College Gym,Bulk,41.23611111111111,0.616845341976232,2022.5,5.444444444444443,INCREASING,0.03376225889314877,RECOVERED
47,Nov,Legs,College Gym,Bulk,43.166666666666664,0.6457242582897034,1470.0,-4.472222222222221,DECREASING,0.028878916313471392,RECOVERED
47,Nov,Biceps,College Gym,Bulk,14.375,0.21584084084084085,562.5,-6.810185185185183,DECREASING,-0.4298834174488625,RECOVERED
48,Nov,Shoulders,College Gym,Bulk,30.175925925925924,0.4382850533903548,1922.5,-11.060185185185183,DECREASING,0.22244421254951394,RECOVERED
48,Nov,Legs,College Gym,Bulk,51.09259259259259,0.7420855859490574,4345.0,7.925925925925924,INCREASING,0.3038005325587026,RECOVERED
48,Nov,Chest,College Gym,Bulk,15.212962962962962,0.22638337742504402,957.5,0.3333333333333339,STABLE,-0.5157022085240134,RECOVERED
48,Nov,Back,College Gym,Bulk,38.25,0.5649926144756278,1485.0,-0.5833333333333357,DECREASING,0.33860923705058377,RECOVERED
48,Nov,Triceps,College Gym,Bulk,34.583333333333336,0.5146329365079365,1725.0,0.8333333333333357,INCREASING,-0.05035967796769125,RECOVERED
48,Nov,Biceps,College Gym,Bulk,12.71875,0.1878692762186115,727.5,-1.65625,DECREASING,-0.326763660289325,RECOVERED
49,Dec,Shoulders,College Gym,Bulk,25.13888888888889,0.3649530013778526,2300.0,-5.0370370370370345,DECREASING,0.1770837251592411,RECOVERED
49,Dec,Back,College Gym,Bulk,42.666666666666664,0.6269899583639481,2445.0,4.416666666666664,INCREASING,0.2620369569860955,RECOVERED
49,Dec,Legs,College Gym,Bulk,35.53125,0.5156930333817126,1702.5,-15.561342592592588,DECREASING,-0.11129692498223553,RECOVERED
49,Dec,Triceps,College Gym,Bulk,27.972222222222225,0.4092759310845974,2345.0,-6.611111111111111,DECREASING,-0.10641710229711515,RECOVERED
49,Dec,Biceps,College Gym,Bulk,20.294117647058822,0.29639405874649993,2550.0,7.5753676470588225,INCREASING,-0.11288187233809749,RECOVERED
49,Dec,Forearms,College Gym,Bulk,40.333333333333336,0.5875212430201505,930.0,-1.3333333333333286,DECREASING,0.2911271842736506,RECOVERED
49,Dec,Chest,College Gym,Bulk,15.675925925925927,0.23086783396061739,932.5,0.46296296296296546,STABLE,-0.35665340905953313,RECOVERED
50,Dec,Biceps,College Gym,Bulk,13.510416666666666,0.1960873246250604,692.5,-6.783700980392156,DECREASING,-0.034780509335556986,RECOVERED
50,Dec,Back,College Gym,Bulk,45.19444444444444,0.655942589904854,2752.5,2.5277777777777786,INCREASING,0.4598552652797936,RECOVERED
50,Dec,Chest,College Gym,Bulk,15.231481481481483,0.22171006523262704,962.5,-0.44444444444444464,STABLE,-0.43423252467222695,RECOVERED
50,Dec,Shoulders,Soro Gym,Bulk,19.212962962962962,0.27724333279888835,1362.5,-4.753703703703707,DECREASING,0.05553326756626131,RECOVERED
50,Dec,Triceps,College Gym,Bulk,26.645833333333336,0.3878578360019408,1595.0,-1.3263888888888893,DECREASING,0.11061450320305244,RECOVERED
50,Dec,Legs,Soro Gym,Bulk,42.361111111111114,0.6112714446047779,2737.5,-16.256944444444436,DECREASING,0.2234136086028371,RECOVERED
51,Dec,Chest,Soro Gym,Bulk,35.81944444444444,0.5073575700346239,2545.0,10.569444444444443,INCREASING,-0.103913874570154,RECOVERED
51,Dec,Triceps,Soro Gym,Bulk,32.05952380952381,0.45533082931639285,3040.0,-8.662698412698411,DECREASING,-0.052026740718231046,RECOVERED
51,Dec,Biceps,Soro Gym,Bulk,20.764705882352942,0.29629729670921673,2265.0,-7.69362745098039,DECREASING,-0.15903353260717612,RECOVERED
51,Dec,Core,Soro Gym,Bulk,22.027777777777775,0.3103240065671876,815.0,-8.805555555555557,DECREASING,0.014026709857970887,RECOVERED
51,Dec,Forearms,Soro Gym,Bulk,44.22222222222222,0.6294978252273625,980.0,,STABLE,0.3191738186601749,RECOVERED
51,Dec,Back,Soro Gym,Bulk,53.90972222222222,0.7728992433293508,3882.5,-14.256944444444436,DECREASING,0.14340141810198825,RECOVERED
51,Dec,Shoulders,Soro Gym,Bulk,18.77777777777778,0.2639724220084883,1170.0,-0.43518518518518334,STABLE,-0.5089268213208624,RECOVERED
51,Dec,Legs,Soro Gym,Bulk,40.967948717948715,0.5745855360161111,3752.5,-1.3931623931623989,DECREASING,0.31061311400762276,RECOVERED
52,Dec,Core,Soro Gym,Bulk,25.6,0.3617656838101318,840.0,3.5722222222222264,INCREASING,-0.21281985220597927,RECOVERED
52,Dec,Legs,Soro Gym,Bulk,46.044117647058826,0.6485883964400755,6382.5,5.076168929110111,INCREASING,0.2868227126299437,RECOVERED
52,Dec,Back,Soro Gym,Bulk,52.83333333333333,0.7452160917786373,3785.0,-1.0763888888888928,DECREASING,0.09662769533856186,RECOVERED
52,Dec,Biceps,Soro Gym,Bulk,22.089285714285715,0.30892509343901536,2152.5,1.3245798319327733,INCREASING,-0.436290998339622,RECOVERED
52,Dec,Chest,Soro Gym,Bulk,39.208333333333336,0.5518432701697572,2715.0,3.388888888888893,INCREASING,0.24291817673074184,RECOVERED
52,Dec,Shoulders,Soro Gym,Bulk,18.05208333333333,0.2535770370950785,1107.5,-0.72569444444445,DECREASING,-0.2982662330746787,RECOVERED
52,Dec,Triceps,Soro Gym,Bulk,38.19444444444444,0.5348139947632136,3100.0,6.134920634920633,INCREASING,0.28123695766813506,RECOVERED
