DATE,WEEK,MONTH,GYM TYPE,BODYWEIGHT,PHASE,EXERCISE,MUSCLE GROUP,WEIGHT,REPS,VOLUME,ESTIMATED 1RM,RELATIVE STRENGTH
2025-06-27,26,Jun,College Gym,73.0,Cut,Hammer Curls,Biceps,15.0,10,150.0,20.0,0.273972602739726
2025-06-27,26,Jun,College Gym,73.0,Cut,Hammer Curls,Biceps,15.0,9,135.0,19.5,0.2671232876712329
2025-06-27,26,Jun,College Gym,73.0,Cut,Hammer Curls,Biceps,15.0,8,120.0,19.0,0.2602739726027397
2025-06-27,26,Jun,College Gym,73.0,Cut,Incline Curls,Biceps,12.5,7,87.5,15.416666666666668,0.21118721461187218
2025-06-27,26,Jun,College Gym,73.0,Cut,Incline Curls,Biceps,12.5,7,87.5,15.416666666666668,0.21118721461187218
2025-06-27,26,Jun,College Gym,73.0,Cut,Incline Curls,Biceps,12.5,5,62.5,14.583333333333334,0.1997716894977169
2025-07-01,27,Jul,College Gym,72.8,Cut,Incline Dumbbell Press,Chest,20.0,11,220.0,27.333333333333336,0.3754578754578755
2025-07-01,27,Jul,College Gym,72.8,Cut,Incline Dumbbell Press,Chest,20.0,9,180.0,26.0,0.35714285714285715
2025-07-01,27,Jul,College Gym,72.8,Cut,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.33882783882783885
2025-07-01,27,Jul,College Gym,72.8,Cut,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.32967032967032966
2025-07-01,27,Jul,College Gym,72.8,Cut,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.32967032967032966
2025-07-01,27,Jul,College Gym,72.8,Cut,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.32967032967032966
2025-07-01,27,Jul,College Gym,72.8,Cut,Cable Fly,Chest,25.0,12,300.0,35.0,0.4807692307692308
2025-07-01,27,Jul,College Gym,72.8,Cut,Cable Fly,Chest,25.0,10,250.0,33.33333333333333,0.4578754578754578
2025-07-01,27,Jul,College Gym,72.8,Cut,Cable Fly,Chest,25.0,11,275.0,34.166666666666664,0.4693223443223443
2025-07-01,27,Jul,College Gym,72.8,Cut,Tricep Overhead Bar Extension,Triceps,25.0,6,150.0,30.0,0.4120879120879121
2025-07-01,27,Jul,College Gym,72.8,Cut,Tricep Overhead Bar Extension,Triceps,20.0,8,160.0,25.333333333333332,0.34798534798534797
2025-07-01,27,Jul,College Gym,72.8,Cut,Tricep Overhead Bar Extension,Triceps,20.0,9,180.0,26.0,0.35714285714285715
2025-07-01,27,Jul,College Gym,72.8,Cut,Tricep Overhead Bar Extension,Triceps,20.0,7,140.0,24.666666666666668,0.33882783882783885
2025-07-01,27,Jul,College Gym,72.8,Cut,Tricep Rope Pushdown,Triceps,30.0,10,300.0,40.0,0.5494505494505495
2025-07-01,27,Jul,College Gym,72.8,Cut,Tricep Rope Pushdown,Triceps,30.0,11,330.0,41.0,0.5631868131868132
2025-07-01,27,Jul,College Gym,72.8,Cut,Tricep Rope Pushdown,Triceps,30.0,11,330.0,41.0,0.5631868131868132
2025-07-02,27,Jul,College Gym,72.8,Cut,V Bar Pulldown,Back,60.0,10,600.0,80.0,1.098901098901099
2025-07-02,27,Jul,College Gym,72.8,Cut,V Bar Pulldown,Back,60.0,9,540.0,78.0,1.0714285714285714
2025-07-02,27,Jul,College Gym,72.8,Cut,V Bar Pulldown,Back,60.0,6,360.0,72.0,0.989010989010989
2025-07-02,27,Jul,College Gym,72.8,Cut,Single Arm Pulldown,Back,52.5,9,472.5,68.25,0.9375
2025-07-02,27,Jul,College Gym,72.8,Cut,Single Arm Pulldown,Back,52.5,10,525.0,70.0,0.9615384615384616
2025-07-02,27,Jul,College Gym,72.8,Cut,Single Arm Pulldown,Back,52.5,10,525.0,70.0,0.9615384615384616
2025-07-02,27,Jul,College Gym,72.8,Cut,Chest Supported Dumbbell Rows,Back,20.0,12,240.0,28.0,0.38461538461538464
2025-07-02,27,Jul,College Gym,72.8,Cut,Chest Supported Dumbbell Rows,Back,20.0,11,220.0,27.333333333333336,0.3754578754578755
2025-07-02,27,Jul,College Gym,72.8,Cut,Chest Supported Dumbbell Rows,Back,20.0,10,200.0,26.666666666666664,0.3663003663003663
2025-07-02,27,Jul,College Gym,72.8,Cut,Preacher Curl Dumbbell,Biceps,12.5,6,75.0,15.0,0.20604395604395606
2025-07-02,27,Jul,College Gym,72.8,Cut,Preacher Curl Dumbbell,Biceps,12.5,6,75.0,15.0,0.20604395604395606
2025-07-02,27,Jul,College Gym,72.8,Cut,Preacher Curl Dumbbell,Biceps,10.0,15,150.0,15.0,0.20604395604395606
2025-07-02,27,Jul,College Gym,72.8,Cut,Preacher Curl Dumbbell,Biceps,12.5,7,87.5,15.416666666666668,0.2117673992673993
2025-07-02,27,Jul,College Gym,72.8,Cut,Seated Hammer Curls,Biceps,12.5,8,100.0,15.833333333333332,0.2174908424908425
2025-07-02,27,Jul,College Gym,72.8,Cut,Seated Hammer Curls,Biceps,12.5,8,100.0,15.833333333333332,0.2174908424908425
2025-07-02,27,Jul,College Gym,72.8,Cut,Seated Hammer Curls,Biceps,12.5,6,75.0,15.0,0.20604395604395606
2025-07-03,27,Jul,College Gym,72.7,Cut,Deadlift,Legs,30.0,7,210.0,37.0,0.5089408528198074
2025-07-03,27,Jul,College Gym,72.7,Cut,Deadlift,Legs,30.0,6,180.0,36.0,0.4951856946354883
2025-07-03,27,Jul,College Gym,72.7,Cut,Deadlift,Legs,30.0,6,180.0,36.0,0.4951856946354883
2025-07-03,27,Jul,College Gym,72.7,Cut,Leg Extension,Legs,80.0,12,960.0,112.0,1.5405777166437413
2025-07-03,27,Jul,College Gym,72.7,Cut,Leg Extension,Legs,80.0,12,960.0,112.0,1.5405777166437413
2025-07-03,27,Jul,College Gym,72.7,Cut,Leg Extension,Legs,80.0,9,720.0,104.0,1.4305364511691885
2025-07-03,27,Jul,College Gym,72.7,Cut,Squats,Legs,30.0,10,300.0,40.0,0.5502063273727648
2025-07-03,27,Jul,College Gym,72.7,Cut,Squats,Legs,30.0,10,300.0,40.0,0.5502063273727648
2025-07-03,27,Jul,College Gym,72.7,Cut,Chest Supported Lateral Raises,Shoulders,10.0,11,110.0,13.666666666666668,0.1879871618523613
2025-07-03,27,Jul,College Gym,72.7,Cut,Chest Supported Lateral Raises,Shoulders,10.0,10,100.0,13.333333333333332,0.1834021091242549
2025-07-03,27,Jul,College Gym,72.7,Cut,Chest Supported Lateral Raises,Shoulders,10.0,9,90.0,13.0,0.17881705639614856
2025-07-03,27,Jul,College Gym,72.7,Cut,Face Pull,Shoulders,52.5,10,525.0,70.0,0.9628610729023384
2025-07-03,27,Jul,College Gym,72.7,Cut,Face Pull,Shoulders,52.5,9,472.5,68.25,0.9387895460797799
2025-07-03,27,Jul,College Gym,72.7,Cut,Face Pull,Shoulders,52.5,8,420.0,66.5,0.9147180192572214
2025-07-04,27,Jul,College Gym,72.6,Cut,Closegrip Benchpress Ez Bar,Triceps,17.5,9,157.5,22.75,0.31336088154269975
2025-07-04,27,Jul,College Gym,72.6,Cut,Closegrip Benchpress Ez Bar,Triceps,17.5,9,157.5,22.75,0.31336088154269975
2025-07-04,27,Jul,College Gym,72.6,Cut,Closegrip Benchpress Ez Bar,Triceps,17.5,8,140.0,22.166666666666664,0.305325987144169
2025-07-04,27,Jul,College Gym,72.6,Cut,Tricep Overhead Bar Extension,Triceps,25.0,7,175.0,30.833333333333336,0.4247015610651975
2025-07-04,27,Jul,College Gym,72.6,Cut,Tricep Overhead Bar Extension,Triceps,20.0,11,220.0,27.333333333333336,0.3764921946740129
2025-07-04,27,Jul,College Gym,72.6,Cut,Tricep Overhead Bar Extension,Triceps,20.0,10,200.0,26.666666666666664,0.3673094582185491
2025-07-04,27,Jul,College Gym,72.6,Cut,Incline Curls,Biceps,12.5,8,100.0,15.833333333333332,0.21808999081726355
2025-07-04,27,Jul,College Gym,72.6,Cut,Incline Curls,Biceps,12.5,8,100.0,15.833333333333332,0.21808999081726355
2025-07-04,27,Jul,College Gym,72.6,Cut,Incline Curls,Biceps,12.5,6,75.0,15.0,0.2066115702479339
2025-07-04,27,Jul,College Gym,72.6,Cut,Rope Hammer Curls,Biceps,37.5,8,300.0,47.5,0.6542699724517906
2025-07-04,27,Jul,College Gym,72.6,Cut,Rope Hammer Curls,Biceps,37.5,9,337.5,48.75,0.6714876033057852
2025-07-04,27,Jul,College Gym,72.6,Cut,Rope Hammer Curls,Biceps,37.5,9,337.5,48.75,0.6714876033057852
2025-07-04,27,Jul,College Gym,72.6,Cut,Tricep Pushdown,Triceps,37.5,7,262.5,46.25,0.6370523415977962
2025-07-04,27,Jul,College Gym,72.6,Cut,Tricep Pushdown,Triceps,30.0,7,210.0,37.0,0.509641873278237
2025-07-04,27,Jul,College Gym,72.6,Cut,Ez Bar Curl,Biceps,30.0,9,270.0,39.0,0.5371900826446281
2025-07-04,27,Jul,College Gym,72.6,Cut,Ez Bar Curl,Biceps,30.0,8,240.0,38.0,0.5234159779614326
2025-07-05,27,Jul,College Gym,72.3,Cut,Cable Lateral Raises,Shoulders,12.5,8,100.0,15.833333333333332,0.218994928538497
2025-07-05,27,Jul,College Gym,72.3,Cut,Cable Lateral Raises,Shoulders,12.5,8,100.0,15.833333333333332,0.218994928538497
2025-07-05,27,Jul,College Gym,72.3,Cut,Cable Lateral Raises,Shoulders,12.5,7,87.5,15.416666666666668,0.21323190410327342
2025-07-05,27,Jul,College Gym,72.3,Cut,Seated Lateral Raises,Shoulders,7.5,6,45.0,9.0,0.12448132780082988
2025-07-05,27,Jul,College Gym,72.3,Cut,Seated Lateral Raises,Shoulders,7.5,7,52.5,9.25,0.12793914246196406
2025-07-05,27,Jul,College Gym,72.3,Cut,Seated Lateral Raises,Shoulders,7.5,8,60.0,9.5,0.1313969571230982
2025-07-05,27,Jul,College Gym,72.3,Cut,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.34117104656523745
2025-07-05,27,Jul,College Gym,72.3,Cut,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.34117104656523745
2025-07-05,27,Jul,College Gym,72.3,Cut,Lat Pulldown,Back,50.0,7,350.0,61.66666666666667,0.8529276164130937
2025-07-05,27,Jul,College Gym,72.3,Cut,Lat Pulldown,Back,50.0,8,400.0,63.33333333333333,0.875979714153988
2025-07-05,27,Jul,College Gym,72.3,Cut,Face Pull,Shoulders,52.5,10,525.0,70.0,0.9681881051175657
2025-07-05,27,Jul,College Gym,72.3,Cut,Face Pull,Shoulders,52.5,9,472.5,68.25,0.9439834024896266
2025-07-05,27,Jul,College Gym,72.3,Cut,Face Pull,Shoulders,52.5,9,472.5,68.25,0.9439834024896266
2025-07-05,27,Jul,College Gym,72.3,Cut,Cable Crunches,Core,60.0,15,900.0,90.0,1.2448132780082988
2025-07-05,27,Jul,College Gym,72.3,Cut,Cable Crunches,Core,67.5,15,1012.5,101.25,1.4004149377593362
2025-07-05,27,Jul,College Gym,72.3,Cut,Cable Crunches,Core,67.5,15,1012.5,101.25,1.4004149377593362
2025-07-07,28,Jul,College Gym,72.05,Cut,Incline Dumbbell Press,Chest,20.0,10,200.0,26.666666666666664,0.3701133472125838
2025-07-07,28,Jul,College Gym,72.05,Cut,Incline Dumbbell Press,Chest,20.0,8,160.0,25.333333333333332,0.3516076798519547
2025-07-07,28,Jul,College Gym,72.05,Cut,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.3423548461716401
2025-07-07,28,Jul,College Gym,72.05,Cut,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.3331020124913255
2025-07-07,28,Jul,College Gym,72.05,Cut,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.3331020124913255
2025-07-07,28,Jul,College Gym,72.05,Cut,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.3331020124913255
2025-07-07,28,Jul,College Gym,72.05,Cut,Cable Fly,Chest,30.0,8,240.0,38.0,0.527411519777932
2025-07-07,28,Jul,College Gym,72.05,Cut,Cable Fly,Chest,25.0,10,250.0,33.33333333333333,0.46264168401572975
2025-07-07,28,Jul,College Gym,72.05,Cut,Cable Fly,Chest,25.0,9,225.0,32.5,0.4510756419153366
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Overhead Bar Extension,Triceps,25.0,7,175.0,30.833333333333336,0.4279435577145501
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Overhead Bar Extension,Triceps,20.0,11,220.0,27.333333333333336,0.3793661808928985
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Overhead Bar Extension,Triceps,25.0,6,150.0,30.0,0.41637751561415687
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Overhead Bar Extension,Triceps,20.0,8,160.0,25.333333333333332,0.3516076798519547
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Rope Pushdown,Triceps,37.5,10,375.0,50.0,0.6939625260235948
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Rope Pushdown,Triceps,37.5,9,337.5,48.75,0.6766134628730048
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Rope Pushdown,Triceps,37.5,10,375.0,50.0,0.6939625260235948
2025-07-07,28,Jul,College Gym,72.05,Cut,Tricep Rope Pushdown,Triceps,37.5,10,375.0,50.0,0.6939625260235948
2025-07-08,28,Jul,College Gym,71.6,Cut,V Bar Pulldown,Back,60.0,10,600.0,80.0,1.11731843575419
2025-07-08,28,Jul,College Gym,71.6,Cut,V Bar Pulldown,Back,60.0,9,540.0,78.0,1.0893854748603353
2025-07-08,28,Jul,College Gym,71.6,Cut,V Bar Pulldown,Back,60.0,7,420.0,74.0,1.0335195530726258
2025-07-08,28,Jul,College Gym,71.6,Cut,Single Arm Pulldown,Back,52.5,10,525.0,70.0,0.9776536312849162
2025-07-08,28,Jul,College Gym,71.6,Cut,Single Arm Pulldown,Back,52.5,11,577.5,71.75,1.0020949720670391
2025-07-08,28,Jul,College Gym,71.6,Cut,Single Arm Pulldown,Back,45.0,9,405.0,58.5,0.8170391061452514
2025-07-08,28,Jul,College Gym,71.6,Cut,Chest Supported Dumbbell Rows,Back,20.0,9,180.0,26.0,0.36312849162011174
2025-07-08,28,Jul,College Gym,71.6,Cut,Chest Supported Dumbbell Rows,Back,20.0,9,180.0,26.0,0.36312849162011174
2025-07-08,28,Jul,College Gym,71.6,Cut,Chest Supported Dumbbell Rows,Back,20.0,9,180.0,26.0,0.36312849162011174
2025-07-08,28,Jul,College Gym,71.6,Cut,Preacher Curl Dumbbell,Biceps,12.5,8,100.0,15.833333333333332,0.22113594040968343
2025-07-08,28,Jul,College Gym,71.6,Cut,Preacher Curl Dumbbell,Biceps,12.5,8,100.0,15.833333333333332,0.22113594040968343
2025-07-08,28,Jul,College Gym,71.6,Cut,Preacher Curl Dumbbell,Biceps,12.5,8,100.0,15.833333333333332,0.22113594040968343
2025-07-08,28,Jul,College Gym,71.6,Cut,Hammer Curls,Biceps,15.0,8,120.0,19.0,0.26536312849162014
2025-07-08,28,Jul,College Gym,71.6,Cut,Hammer Curls,Biceps,15.0,7,105.0,18.5,0.25837988826815644
2025-07-08,28,Jul,College Gym,71.6,Cut,Hammer Curls,Biceps,15.0,6,90.0,18.0,0.25139664804469275
2025-07-08,28,Jul,College Gym,71.6,Cut,Ez Bar Curl,Biceps,30.0,13,390.0,43.0,0.6005586592178771
2025-07-08,28,Jul,College Gym,71.6,Cut,Ez Bar Curl,Biceps,37.5,10,375.0,50.0,0.6983240223463688
2025-07-09,28,Jul,College Gym,71.5,Cut,Deadlift,Legs,30.0,7,210.0,37.0,0.5174825174825175
2025-07-09,28,Jul,College Gym,71.5,Cut,Deadlift,Legs,30.0,8,240.0,38.0,0.5314685314685315
2025-07-09,28,Jul,College Gym,71.5,Cut,Deadlift,Legs,30.0,6,180.0,36.0,0.5034965034965035
2025-07-09,28,Jul,College Gym,71.5,Cut,Leg Extension,Legs,85.0,12,1020.0,118.99999999999999,1.6643356643356642
2025-07-09,28,Jul,College Gym,71.5,Cut,Leg Extension,Legs,85.0,11,935.0,116.16666666666667,1.6247086247086249
2025-07-09,28,Jul,College Gym,71.5,Cut,Leg Extension,Legs,85.0,8,680.0,107.66666666666666,1.5058275058275057
2025-07-09,28,Jul,College Gym,71.5,Cut,Squats,Legs,32.5,8,260.0,41.166666666666664,0.5757575757575757
2025-07-09,28,Jul,College Gym,71.5,Cut,Squats,Legs,32.5,8,260.0,41.166666666666664,0.5757575757575757
2025-07-09,28,Jul,College Gym,71.5,Cut,Chest Supported Lateral Raises,Shoulders,10.0,12,120.0,14.0,0.1958041958041958
2025-07-09,28,Jul,College Gym,71.5,Cut,Chest Supported Lateral Raises,Shoulders,10.0,11,110.0,13.666666666666668,0.19114219114219116
2025-07-09,28,Jul,College Gym,71.5,Cut,Chest Supported Lateral Raises,Shoulders,10.0,8,80.0,12.666666666666666,0.17715617715617715
2025-07-09,28,Jul,College Gym,71.5,Cut,Face Pull,Shoulders,52.5,10,525.0,70.0,0.9790209790209791
2025-07-09,28,Jul,College Gym,71.5,Cut,Face Pull,Shoulders,52.5,10,525.0,70.0,0.9790209790209791
2025-07-09,28,Jul,College Gym,71.5,Cut,Face Pull,Shoulders,52.5,10,525.0,70.0,0.9790209790209791
2025-07-10,28,Jul,College Gym,71.65,Cut,Closegrip Benchpress Ez Bar,Triceps,20.0,5,100.0,23.333333333333336,0.32565712956501514
2025-07-10,28,Jul,College Gym,71.65,Cut,Closegrip Benchpress Ez Bar,Triceps,17.5,10,175.0,23.333333333333332,0.3256571295650151
2025-07-10,28,Jul,College Gym,71.65,Cut,Closegrip Benchpress Ez Bar,Triceps,17.5,9,157.5,22.75,0.31751570132588974
2025-07-10,28,Jul,College Gym,71.65,Cut,Tricep Overhead Bar Extension,Triceps,25.0,10,250.0,33.33333333333333,0.46522447080716434
2025-07-10,28,Jul,College Gym,71.65,Cut,Tricep Overhead Bar Extension,Triceps,25.0,8,200.0,31.666666666666664,0.4419632472668062
2025-07-10,28,Jul,College Gym,71.65,Cut,Tricep Overhead Bar Extension,Triceps,25.0,5,125.0,29.166666666666668,0.4070714119562689
2025-07-10,28,Jul,College Gym,71.65,Cut,Incline Curls,Biceps,12.5,10,125.0,16.666666666666664,0.23261223540358217
2025-07-10,28,Jul,College Gym,71.65,Cut,Incline Curls,Biceps,12.5,6,75.0,15.0,0.209351011863224
2025-07-10,28,Jul,College Gym,71.65,Cut,Incline Curls,Biceps,12.5,6,75.0,15.0,0.209351011863224
2025-07-10,28,Jul,College Gym,71.65,Cut,Rope Hammer Curls,Biceps,37.5,10,375.0,50.0,0.6978367062107467
2025-07-10,28,Jul,College Gym,71.65,Cut,Rope Hammer Curls,Biceps,37.5,11,412.5,51.25,0.7152826238660153
2025-07-10,28,Jul,College Gym,71.65,Cut,Rope Hammer Curls,Biceps,37.5,10,375.0,50.0,0.6978367062107467
2025-07-10,28,Jul,College Gym,71.65,Cut,Tricep Pushdown,Triceps,30.0,12,360.0,42.0,0.5861828332170271
2025-07-10,28,Jul,College Gym,71.65,Cut,Tricep Pushdown,Triceps,30.0,12,360.0,42.0,0.5861828332170271
2025-07-10,28,Jul,College Gym,71.65,Cut,Ez Bar Curl,Biceps,45.0,11,495.0,61.5,0.8583391486392183
2025-07-10,28,Jul,College Gym,71.65,Cut,Ez Bar Curl,Biceps,45.0,8,360.0,57.0,0.7955338450802512
2025-07-12,28,Jul,College Gym,71.45,Cut,Cable Lateral Raises,Shoulders,12.5,9,112.5,16.25,0.22743177046885935
2025-07-12,28,Jul,College Gym,71.45,Cut,Cable Lateral Raises,Shoulders,12.5,8,100.0,15.833333333333332,0.22160018661068343
2025-07-12,28,Jul,College Gym,71.45,Cut,Cable Lateral Raises,Shoulders,12.5,8,100.0,15.833333333333332,0.22160018661068343
2025-07-12,28,Jul,College Gym,71.45,Cut,Seated Lateral Raises,Shoulders,7.5,9,67.5,9.75,0.1364590622813156
2025-07-12,28,Jul,College Gym,71.45,Cut,Seated Lateral Raises,Shoulders,7.5,7,52.5,9.25,0.12946116165150454
2025-07-12,28,Jul,College Gym,71.45,Cut,Seated Lateral Raises,Shoulders,7.5,8,60.0,9.5,0.13296011196641008
2025-07-12,28,Jul,College Gym,71.45,Cut,Incline Chest Press Machine,Chest,50.0,10,500.0,66.66666666666666,0.9330534173081407
2025-07-12,28,Jul,College Gym,71.45,Cut,Incline Chest Press Machine,Chest,50.0,9,450.0,65.0,0.9097270818754374
2025-07-12,28,Jul,College Gym,71.45,Cut,Lat Pulldown,Back,50.0,11,550.0,68.33333333333333,0.9563797527408443
2025-07-12,28,Jul,College Gym,71.45,Cut,Lat Pulldown,Back,50.0,10,500.0,66.66666666666666,0.9330534173081407
2025-07-12,28,Jul,College Gym,71.45,Cut,Face Pull,Shoulders,52.5,14,735.0,77.0,1.0776766969909026
2025-07-12,28,Jul,College Gym,71.45,Cut,Face Pull,Shoulders,60.0,7,420.0,74.0,1.0356892932120363
2025-07-12,28,Jul,College Gym,71.45,Cut,Face Pull,Shoulders,60.0,8,480.0,76.0,1.0636808957312807
2025-07-12,28,Jul,College Gym,71.45,Cut,Cable Crunches,Core,67.5,15,1012.5,101.25,1.417074877536739
2025-07-12,28,Jul,College Gym,71.45,Cut,Cable Crunches,Core,75.0,8,600.0,95.0,1.3296011196641007
2025-07-12,28,Jul,College Gym,71.45,Cut,Cable Crunches,Core,75.0,8,600.0,95.0,1.3296011196641007
2025-07-14,29,Jul,College Gym,72.05,Cut,Incline Dumbbell Press,Chest,20.0,11,220.0,27.333333333333336,0.3793661808928985
2025-07-14,29,Jul,College Gym,72.05,Cut,Incline Dumbbell Press,Chest,20.0,9,180.0,26.0,0.3608605135322693
2025-07-14,29,Jul,College Gym,72.05,Cut,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.3423548461716401
2025-07-14,29,Jul,College Gym,72.05,Cut,Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.3423548461716401
2025-07-14,29,Jul,College Gym,72.05,Cut,Dumbbell Press,Chest,20.0,5,100.0,23.333333333333336,0.32384917881101094
2025-07-14,29,Jul,College Gym,72.05,Cut,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.3331020124913255
2025-07-14,29,Jul,College Gym,72.05,Cut,Cable Fly,Chest,30.0,8,240.0,38.0,0.527411519777932
2025-07-14,29,Jul,College Gym,72.05,Cut,Cable Fly,Chest,25.0,11,275.0,34.166666666666664,0.47420772611612305
2025-07-14,29,Jul,College Gym,72.05,Cut,Cable Fly,Chest,25.0,9,225.0,32.5,0.4510756419153366
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Overhead Bar Extension,Triceps,25.0,9,225.0,32.5,0.4510756419153366
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Overhead Bar Extension,Triceps,25.0,7,175.0,30.833333333333336,0.4279435577145501
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Overhead Bar Extension,Triceps,25.0,6,150.0,30.0,0.41637751561415687
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Rope Pushdown,Triceps,45.0,8,360.0,57.0,0.791117279666898
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Rope Pushdown,Triceps,45.0,8,360.0,57.0,0.791117279666898
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Rope Pushdown,Triceps,45.0,8,360.0,57.0,0.791117279666898
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Pushdown,Triceps,25.0,8,200.0,31.666666666666664,0.4395095998149433
2025-07-14,29,Jul,College Gym,72.05,Cut,Tricep Pushdown,Triceps,25.0,12,300.0,35.0,0.4857737682165163
2025-07-16,29,Jul,College Gym,71.0,Cut,V Bar Pulldown,Back,65.0,6,390.0,78.0,1.0985915492957747
2025-07-16,29,Jul,College Gym,71.0,Cut,V Bar Pulldown,Back,65.0,6,390.0,78.0,1.0985915492957747
2025-07-16,29,Jul,College Gym,71.0,Cut,V Bar Pulldown,Back,60.0,10,600.0,80.0,1.1267605633802817
2025-07-16,29,Jul,College Gym,71.0,Cut,Single Arm Pulldown,Back,52.5,11,577.5,71.75,1.0105633802816902
2025-07-16,29,Jul,College Gym,71.0,Cut,Single Arm Pulldown,Back,52.5,10,525.0,70.0,0.9859154929577465
2025-07-16,29,Jul,College Gym,71.0,Cut,Single Arm Pulldown,Back,52.5,9,472.5,68.25,0.9612676056338029
2025-07-16,29,Jul,College Gym,71.0,Cut,Barbell Rowing,Back,15.0,10,150.0,20.0,0.28169014084507044
2025-07-16,29,Jul,College Gym,71.0,Cut,Barbell Rowing,Back,15.0,11,165.0,20.5,0.2887323943661972
2025-07-16,29,Jul,College Gym,71.0,Cut,Cable Lat Pullovers,Back,37.5,8,300.0,47.5,0.6690140845070423
2025-07-16,29,Jul,College Gym,71.0,Cut,Cable Lat Pullovers,Back,37.5,7,262.5,46.25,0.6514084507042254
2025-07-16,29,Jul,College Gym,71.0,Cut,Preacher Curl Dumbbell,Biceps,12.5,10,125.0,16.666666666666664,0.23474178403755866
2025-07-16,29,Jul,College Gym,71.0,Cut,Preacher Curl Dumbbell,Biceps,12.5,9,112.5,16.25,0.22887323943661972
2025-07-16,29,Jul,College Gym,71.0,Cut,Preacher Curl Dumbbell,Biceps,12.5,8,100.0,15.833333333333332,0.22300469483568072
2025-07-16,29,Jul,College Gym,71.0,Cut,Hammer Curls,Biceps,15.0,9,135.0,19.5,0.2746478873239437
2025-07-16,29,Jul,College Gym,71.0,Cut,Hammer Curls,Biceps,15.0,8,120.0,19.0,0.2676056338028169
2025-07-16,29,Jul,College Gym,71.0,Cut,Hammer Curls,Biceps,15.0,7,105.0,18.5,0.2605633802816901
2025-07-16,29,Jul,College Gym,71.0,Cut,Ez Bar Curl,Biceps,52.5,6,315.0,63.0,0.8873239436619719
2025-07-16,29,Jul,College Gym,71.0,Cut,Ez Bar Curl,Biceps,52.5,6,315.0,63.0,0.8873239436619719
2025-07-18,29,Jul,College Gym,71.25,Cut,Deadlift,Legs,30.0,14,420.0,44.0,0.6175438596491228
2025-07-18,29,Jul,College Gym,71.25,Cut,Deadlift,Legs,35.0,7,245.0,43.16666666666667,0.6058479532163743
2025-07-18,29,Jul,College Gym,71.25,Cut,Deadlift,Legs,35.0,6,210.0,42.0,0.5894736842105263
2025-07-18,29,Jul,College Gym,71.25,Cut,Leg Extension,Legs,85.0,12,1020.0,118.99999999999999,1.670175438596491
2025-07-18,29,Jul,College Gym,71.25,Cut,Leg Extension,Legs,85.0,11,935.0,116.16666666666667,1.6304093567251463
2025-07-18,29,Jul,College Gym,71.25,Cut,Leg Extension,Legs,85.0,9,765.0,110.5,1.550877192982456
2025-07-18,29,Jul,College Gym,71.25,Cut,Squats,Legs,32.5,9,292.5,42.25,0.5929824561403508
2025-07-18,29,Jul,College Gym,71.25,Cut,Squats,Legs,32.5,9,292.5,42.25,0.5929824561403508
2025-07-18,29,Jul,College Gym,71.25,Cut,Chest Supported Lateral Raises,Shoulders,10.0,11,110.0,13.666666666666668,0.19181286549707605
2025-07-18,29,Jul,College Gym,71.25,Cut,Chest Supported Lateral Raises,Shoulders,10.0,10,100.0,13.333333333333332,0.1871345029239766
2025-07-18,29,Jul,College Gym,71.25,Cut,Chest Supported Lateral Raises,Shoulders,10.0,7,70.0,12.333333333333334,0.17309941520467836
2025-07-18,29,Jul,College Gym,71.25,Cut,Dumbbell Rear Delts Fly,Shoulders,5.0,7,35.0,6.166666666666667,0.08654970760233918
2025-07-18,29,Jul,College Gym,71.25,Cut,Dumbbell Rear Delts Fly,Shoulders,2.5,12,30.0,3.5,0.04912280701754386
